signal_timestamp,signal_type,signal_symbol,signal_strength,entry_order_id,entry_price,entry_quantity,entry_time,exit_order_id,exit_type,exit_price,exit_quantity,exit_time,pnl,pnl_pct
2026-04-08 10:45:00,BUY,UPRO,0.71,,,,,,,,,,,
2026-04-08 10:47:00,SELL,SPXU,0.61,,,,,,,,,,,
2026-04-08 11:16:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-08 11:16:00,SELL,SPY,0.63,,,,,,,,,,,
2026-04-08 11:16:00,SELL,UPRO,0.58,,,,,,,,,,,
2026-04-08 11:28:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-08 11:58:00,SELL,UPRO,0.56,,,,,,,,,,,
2026-04-08 12:00:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-08 12:02:00,SELL,UPRO,0.67,,,,,,,,,,,
2026-04-08 12:38:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-08 12:42:00,SELL,UPRO,0.56,,,,,,,,,,,
2026-04-08 13:20:00,BUY,SPY,0.68,,,,,,,,,,,
2026-04-08 14:21:00,BUY,SPY,0.54,,,,,,,,,,,
2026-04-08 14:25:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-08 14:30:00,SELL,SPXU,0.54,,,,,,,,,,,
2026-04-08 16:20:00,BUY,UPRO,0.52,,,,,,,,,,,
2026-04-08 16:21:00,SELL,SPXU,0.51,,,,,,,,,,,
2026-04-08 16:38:00,SELL,SPXU,0.59,,,,,,,,,,,
2026-04-08 16:38:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-08 16:54:00,BUY,UPRO,0.62,,,,,,,,,,,
2026-04-08 18:25:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-08 18:27:00,SELL,SPXU,0.52,,,,,,,,,,,
2026-04-08 18:36:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-08 19:33:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-09 00:18:00,BUY,SPY,0.51,,,,,,,,,,,
2026-04-09 01:28:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-09 06:19:00,SELL,SPXU,0.55,,,,,,,,,,,
2026-04-09 06:19:00,BUY,SPY,0.55,,,,,,,,,,,
2026-04-09 06:27:00,BUY,UPRO,0.52,,,,,,,,,,,
2026-04-09 07:56:00,SELL,SPY,0.59,,,,,,,,,,,
2026-04-09 07:56:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-09 08:34:00,SELL,SPXU,0.5,,,,,,,,,,,
2026-04-09 08:34:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-09 08:55:00,BUY,SPXU,0.5,,,,,,,,,,,
2026-04-09 09:01:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-09 09:02:00,BUY,SPXU,0.66,,,,,,,,,,,
2026-04-09 09:02:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-09 09:07:00,BUY,SPXU,0.57,,,,,,,,,,,
2026-04-09 09:09:00,BUY,SPXU,0.7,,,,,,,,,,,
2026-04-09 09:09:00,SELL,SPY,0.64,,,,,,,,,,,
2026-04-09 09:10:00,SELL,UPRO,0.51,,,,,,,,,,,
2026-04-09 09:12:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-09 09:52:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-09 10:31:00,SELL,SPXU,0.51,,,,,,,,,,,
2026-04-09 10:31:00,BUY,SPY,0.57,,,,,,,,,,,
2026-04-09 11:05:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-09 11:05:00,SELL,SPY,0.59,,,,,,,,,,,
2026-04-09 11:06:00,SELL,UPRO,0.81,,,,,,,,,,,
2026-04-09 11:11:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-09 11:13:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-09 12:06:00,SELL,SPXU,0.62,,,,,,,,,,,
2026-04-09 12:08:00,BUY,SPY,0.73,,,,,,,,,,,
2026-04-09 12:37:00,SELL,SPY,0.73,,,,,,,,,,,
2026-04-09 12:39:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-09 12:43:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-09 13:02:00,BUY,SPXU,0.56,,,,,,,,,,,
2026-04-09 13:21:00,BUY,SPY,0.65,,,,,,,,,,,
2026-04-09 13:41:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-09 14:57:00,BUY,SPY,0.62,,,,,,,,,,,
2026-04-09 15:03:00,BUY,SPY,0.61,,,,,,,,,,,
2026-04-09 15:11:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-09 16:37:00,SELL,SPY,0.73,,,,,,,,,,,
2026-04-09 16:39:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-09 16:43:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-09 18:57:00,BUY,SPY,0.62,,,,,,,,,,,
2026-04-09 19:04:00,SELL,SPXU,0.72,,,,,,,,,,,
2026-04-09 19:19:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-09 19:58:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-10 00:57:00,BUY,UPRO,0.57,,,,,,,,,,,
2026-04-10 01:06:00,SELL,SPXU,0.5,,,,,,,,,,,
2026-04-10 01:59:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-10 02:22:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-10 03:23:00,SELL,SPY,0.72,,,,,,,,,,,
2026-04-10 03:25:00,SELL,SPY,0.59,,,,,,,,,,,
2026-04-10 04:31:00,BUY,SPXU,0.53,,,,,,,,,,,
2026-04-10 04:44:00,BUY,SPY,0.51,,,,,,,,,,,
2026-04-10 06:26:00,BUY,SPXU,0.66,,,,,,,,,,,
2026-04-10 06:26:00,SELL,UPRO,0.66,,,,,,,,,,,
2026-04-10 06:31:00,BUY,SPXU,0.54,,,,,,,,,,,
2026-04-10 06:31:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-10 07:58:00,SELL,SPXU,0.69,,,,,,,,,,,
2026-04-10 07:58:00,BUY,SPY,0.7,,,,,,,,,,,
2026-04-10 07:58:00,BUY,UPRO,0.74,,,,,,,,,,,
2026-04-10 08:00:00,BUY,UPRO,0.8,,,,,,,,,,,
2026-04-10 08:02:00,BUY,SPY,0.56,,,,,,,,,,,
2026-04-10 08:02:00,BUY,UPRO,0.54,,,,,,,,,,,
2026-04-10 08:05:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-10 08:14:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-10 08:58:00,SELL,SPY,0.65,,,,,,,,,,,
2026-04-10 09:07:00,SELL,SPXU,0.58,,,,,,,,,,,
2026-04-10 09:07:00,BUY,SPY,0.68,,,,,,,,,,,
2026-04-10 09:11:00,BUY,SPY,0.55,,,,,,,,,,,
2026-04-10 09:35:00,SELL,SPXU,0.64,,,,,,,,,,,
2026-04-10 09:55:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-10 09:55:00,SELL,SPY,0.54,,,,,,,,,,,
2026-04-10 10:05:00,BUY,UPRO,0.86,local-8c764fd3-ecf4-4dab-8c74-23e53c9ca347,109.7,947,2026-04-10 09:30:00,local-7d6e0a96-be75-40a2-a9e7-ff088de11aa8,PROFIT,112.0598,947,2026-04-13 11:21:00,2234.7306,2.1511
2026-04-10 10:06:00,SELL,SPXU,0.55,,,,,,,,,,,
2026-04-10 10:08:00,BUY,UPRO,0.57,,,,,,,,,,,
2026-04-10 10:21:00,SELL,UPRO,0.6,,,,,,,,,,,
2026-04-10 10:24:00,SELL,UPRO,0.52,,,,,,,,,,,
2026-04-10 11:04:00,SELL,UPRO,0.67,,,,,,,,,,,
2026-04-10 11:06:00,SELL,UPRO,0.71,,,,,,,,,,,
2026-04-10 12:18:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-10 12:25:00,SELL,SPY,0.62,,,,,,,,,,,
2026-04-10 12:28:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-10 14:24:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-10 14:35:00,SELL,SPY,0.54,,,,,,,,,,,
2026-04-10 14:43:00,SELL,SPXU,0.63,,,,,,,,,,,
2026-04-10 15:48:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-10 16:18:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-10 16:25:00,SELL,SPY,0.62,,,,,,,,,,,
2026-04-10 16:28:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-10 16:35:00,SELL,UPRO,0.67,,,,,,,,,,,
2026-04-10 16:37:00,BUY,SPXU,0.58,,,,,,,,,,,
2026-04-10 16:41:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-10 16:59:00,SELL,UPRO,0.6,,,,,,,,,,,
2026-04-10 17:05:00,BUY,SPXU,0.6,,,,,,,,,,,
2026-04-10 18:00:00,BUY,SPY,0.6,,,,,,,,,,,
2026-04-10 18:24:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-10 18:35:00,SELL,SPY,0.54,,,,,,,,,,,
2026-04-13 00:26:00,SELL,SPY,0.56,,,,,,,,,,,
2026-04-13 01:51:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-13 03:18:00,BUY,SPY,0.54,,,,,,,,,,,
2026-04-13 03:19:00,SELL,SPXU,0.55,,,,,,,,,,,
2026-04-13 03:29:00,SELL,SPXU,0.67,,,,,,,,,,,
2026-04-13 03:33:00,SELL,SPXU,0.68,,,,,,,,,,,
2026-04-13 03:35:00,SELL,SPXU,0.88,,,,,,,,,,,
2026-04-13 03:44:00,BUY,UPRO,0.55,,,,,,,,,,,
2026-04-13 04:14:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-13 04:16:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-13 04:18:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-13 04:56:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-13 06:14:00,BUY,SPY,0.51,,,,,,,,,,,
2026-04-13 06:18:00,BUY,SPY,0.55,,,,,,,,,,,
2026-04-13 06:18:00,BUY,UPRO,0.54,,,,,,,,,,,
2026-04-13 07:25:00,BUY,SPY,0.55,,,,,,,,,,,
2026-04-13 07:25:00,BUY,UPRO,0.51,,,,,,,,,,,
2026-04-13 08:22:00,SELL,SPY,0.61,,,,,,,,,,,
2026-04-13 08:22:00,SELL,UPRO,0.62,,,,,,,,,,,
2026-04-13 08:26:00,BUY,SPXU,0.5,,,,,,,,,,,
2026-04-13 08:26:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-13 08:26:00,SELL,UPRO,0.57,,,,,,,,,,,
2026-04-13 10:04:00,BUY,SPXU,0.63,,,,,,,,,,,
2026-04-13 10:12:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-13 10:41:00,SELL,SPY,0.71,,,,,,,,,,,
2026-04-13 10:41:00,SELL,UPRO,0.69,,,,,,,,,,,
2026-04-13 10:47:00,SELL,SPY,0.77,,,,,,,,,,,
2026-04-13 10:49:00,SELL,UPRO,0.82,,,,,,,,,,,
2026-04-13 11:25:00,SELL,SPY,0.8,,,,,,,,,,,
2026-04-13 11:25:00,SELL,UPRO,0.86,,,,,,,,,,,
2026-04-13 11:30:00,SELL,SPY,0.68,,,,,,,,,,,
2026-04-13 11:30:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-13 12:04:00,BUY,SPXU,0.59,,,,,,,,,,,
2026-04-13 13:33:00,SELL,SPY,0.91,,,,,,,,,,,
2026-04-13 16:48:00,SELL,UPRO,0.62,,,,,,,,,,,
2026-04-13 16:49:00,BUY,SPXU,0.64,,,,,,,,,,,
2026-04-14 00:16:00,SELL,SPY,0.63,,,,,,,,,,,
2026-04-14 00:43:00,BUY,SPXU,0.62,,,,,,,,,,,
2026-04-14 00:52:00,SELL,SPY,0.59,,,,,,,,,,,
2026-04-14 01:14:00,SELL,UPRO,0.65,,,,,,,,,,,
2026-04-14 02:04:00,BUY,UPRO,0.55,,,,,,,,,,,
2026-04-14 03:21:00,BUY,SPXU,0.54,,,,,,,,,,,
2026-04-14 03:27:00,SELL,UPRO,0.85,,,,,,,,,,,
2026-04-14 03:33:00,SELL,UPRO,0.69,,,,,,,,,,,
2026-04-14 03:45:00,SELL,UPRO,0.52,,,,,,,,,,,
2026-04-14 04:54:00,BUY,SPY,0.6,,,,,,,,,,,
2026-04-14 05:19:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-14 06:10:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-14 06:10:00,SELL,SPY,0.53,,,,,,,,,,,
2026-04-14 06:10:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-14 06:12:00,SELL,UPRO,0.64,,,,,,,,,,,
2026-04-14 06:55:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-14 06:55:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-14 06:59:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-14 07:47:00,BUY,SPXU,0.62,,,,,,,,,,,
2026-04-14 07:47:00,SELL,SPY,0.6,,,,,,,,,,,
2026-04-14 07:47:00,SELL,UPRO,0.62,,,,,,,,,,,
2026-04-14 07:49:00,BUY,SPXU,0.51,,,,,,,,,,,
2026-04-14 07:49:00,SELL,UPRO,0.51,,,,,,,,,,,
2026-04-14 08:29:00,BUY,SPXU,0.73,,,,,,,,,,,
2026-04-14 08:29:00,SELL,UPRO,0.64,,,,,,,,,,,
2026-04-14 08:31:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-14 09:24:00,SELL,SPY,0.82,,,,,,,,,,,
2026-04-14 09:59:00,BUY,SPY,0.52,,,,,,,,,,,
2026-04-14 10:38:00,BUY,SPXU,0.58,,,,,,,,,,,
2026-04-14 10:38:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-14 11:08:00,BUY,SPXU,0.86,,,,,,,,,,,
2026-04-14 11:08:00,SELL,SPY,0.75,,,,,,,,,,,
2026-04-14 11:09:00,SELL,UPRO,0.78,,,,,,,,,,,
2026-04-14 11:22:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-14 11:27:00,BUY,SPXU,0.64,,,,,,,,,,,
2026-04-14 11:27:00,SELL,UPRO,0.72,,,,,,,,,,,
2026-04-14 11:28:00,SELL,SPY,0.78,,,,,,,,,,,
2026-04-14 11:30:00,BUY,SPXU,0.6,,,,,,,,,,,
2026-04-14 11:30:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-14 12:21:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-14 14:26:00,SELL,SPY,0.66,,,,,,,,,,,
2026-04-14 14:58:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-14 16:02:00,BUY,SPY,0.65,,,,,,,,,,,
2026-04-14 16:06:00,BUY,SPY,0.66,,,,,,,,,,,
2026-04-14 16:12:00,SELL,SPXU,0.51,,,,,,,,,,,
2026-04-14 16:21:00,SELL,SPY,0.67,,,,,,,,,,,
2026-04-14 16:22:00,SELL,UPRO,0.55,,,,,,,,,,,
2026-04-14 18:18:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-14 18:58:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-15 00:42:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-15 02:34:00,BUY,SPY,0.5,,,,,,,,,,,
2026-04-15 02:55:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-15 03:05:00,BUY,SPXU,0.65,,,,,,,,,,,
2026-04-15 03:06:00,SELL,UPRO,0.56,,,,,,,,,,,
2026-04-15 04:40:00,SELL,SPY,0.62,,,,,,,,,,,
2026-04-15 05:22:00,BUY,SPXU,0.59,,,,,,,,,,,
2026-04-15 06:17:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-15 06:17:00,SELL,UPRO,0.6,,,,,,,,,,,
2026-04-15 06:27:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-15 06:33:00,SELL,SPY,0.58,,,,,,,,,,,
2026-04-15 06:33:00,SELL,UPRO,0.61,,,,,,,,,,,
2026-04-15 07:21:00,BUY,SPXU,0.76,,,,,,,,,,,
2026-04-15 07:21:00,SELL,SPY,0.87,,,,,,,,,,,
2026-04-15 07:21:00,SELL,UPRO,0.78,,,,,,,,,,,
2026-04-15 07:23:00,BUY,SPXU,0.53,,,,,,,,,,,
2026-04-15 07:23:00,SELL,SPY,0.64,,,,,,,,,,,
2026-04-15 07:23:00,SELL,UPRO,0.58,,,,,,,,,,,
2026-04-15 07:34:00,BUY,UPRO,0.5,,,,,,,,,,,
2026-04-15 07:47:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-15 07:47:00,SELL,UPRO,0.59,,,,,,,,,,,
2026-04-15 07:49:00,SELL,UPRO,0.54,,,,,,,,,,,
2026-04-15 07:57:00,BUY,SPY,0.53,,,,,,,,,,,
2026-04-15 07:57:00,BUY,UPRO,0.52,,,,,,,,,,,
2026-04-15 08:14:00,BUY,SPXU,0.53,,,,,,,,,,,
2026-04-15 08:14:00,SELL,SPY,0.55,,,,,,,,,,,
2026-04-15 08:21:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-15 08:24:00,BUY,SPXU,0.55,,,,,,,,,,,
2026-04-15 08:24:00,SELL,SPY,0.69,,,,,,,,,,,
2026-04-15 09:08:00,SELL,SPY,0.65,,,,,,,,,,,
2026-04-15 09:08:00,SELL,UPRO,0.61,local-b6650bed-ef5f-4c56-b8a5-41efcde9b860,118.87,895,2026-04-15 09:30:00,local-c9701d27-13ba-408d-b709-35b59d62d6db,PROFIT,121.0,895,2026-04-16 11:52:00,1906.35,1.7919
2026-04-15 09:10:00,SELL,SPY,0.74,,,,,,,,,,,
2026-04-15 09:11:00,SELL,UPRO,0.65,,,,,,,,,,,
2026-04-15 09:12:00,SELL,SPY,0.52,,,,,,,,,,,
2026-04-15 09:17:00,BUY,SPXU,0.52,,,,,,,,,,,
2026-04-15 09:56:00,BUY,SPXU,0.71,,,,,,,,,,,
2026-04-15 09:56:00,SELL,SPY,0.62,,,,,,,,,,,
2026-04-15 10:55:00,BUY,SPXU,0.66,,,,,,,,,,,
2026-04-15 10:59:00,BUY,SPXU,0.65,,,,,,,,,,,
2026-04-15 10:59:00,SELL,SPY,0.57,,,,,,,,,,,
2026-04-15 10:59:00,SELL,UPRO,0.71,,,,,,,,,,,
2026-04-15 11:30:00,SELL,SPY,0.51,,,,,,,,,,,
2026-04-15 12:09:00,SELL,SPXU,0.67,,,,,,,,,,,
2026-04-15 12:12:00,SELL,SPXU,0.68,,,,,,,,,,,
2026-04-15 12:12:00,BUY,SPY,0.64,,,,,,,,,,,
2026-04-15 13:32:00,BUY,SPY,0.78,,,,,,,,,,,
